id,quality
23369572,5.6772774004
21797700,8.68641890231
21517172,8.77326945684
21482979,9.15896798232
21463917,8.68006390891
19664047,10.2601333982
19638281,8.68847333078
17755707,9.01324748121
17679301,9.66630553308
17557801,9.83819008959
17325162,3.93783248631
17244111,8.14403367962
16898218,8.27934372285
16655184,10.3550358715
16161932,7.19679826057
16081834,6.18016060568
15833859,10.0328673874
15792066,8.40858251311
15731304,9.24559290144
15715929,6.54155311635
15691804,8.60406839746
15670741,9.05878524188
15658275,5.89299027009
15654530,8.81765655174
15649708,4.12565970821
15645554,8.8351353245
15640167,5.18368240203
15629746,3.89750486634
15620386,9.15361672213
15575832,6.78834427128
15529227,7.61080633401
15527049,5.63123048037
15517259,9.83429590011
15488863,7.91834144778
15163279,7.4339290383
14918579,6.84350119132
14744196,8.55638065668
14733902,10.7728157158
14693274,6.84034356327
14270702,8.25911364067
13652653,7.28243547328
13444398,8.56795749198
13419168,7.59155009188
13414800,5.87149949971
13401246,8.53079137302
13397259,8.50728895087
13393345,8.1518647465
13387311,4.84706692805
13384545,9.2156912108
13381480,8.76839056619
13369759,6.93976646634
13354478,8.10919802196
12904762,4.93000378036
12820622,9.63558606934
12664175,9.12545474095
12323791,7.75958248638
12125071,3.55500388461
12095316,9.54055969845
12090704,0.0327554341983
12016794,3.36120990822
11877924,6.26628971215
11846705,6.35717758729
11825881,7.57506241111
11804607,8.10004524031
11747118,3.61836911745
11745852,9.6633966947
11732160,6.6711866055
11722884,6.91875787802
11698449,8.13993327706
11660667,8.43746036246
11607009,8.39736405506
11577560,10.2965104431
10169193,9.36307407799
3975777,3.36380299036
3699288,8.19654250516
3629025,3.64923883394
3179665,6.40143940233
3165736,7.62173589076
3163379,3.00414876896
3146686,6.57917691573
2995240,8.14609143787
2994361,7.91848183519
2950731,5.25721385667
2923693,7.21163290639
2806599,7.32603577189
2729491,8.99462664435
2723286,8.37804869422
2715127,9.40930053729
2366569,7.88750370468
2261825,8.45117585494
2097725,7.51221319026
2086384,4.69791316239
1971628,10.1732401917
19855607,9.14557251869
19302623,8.58698457692
19147829,4.68845235817
18046968,7.28264367489
17954506,9.73517517889
17950445,5.70280131103
17905476,8.92368985427
17901580,10.0702024571
17722394,5.61893168872
17474313,10.9624937251
17418756,8.78231788414
16879982,11.3712679047
16809938,4.91700404713
16795262,9.18939636991
16388573,4.11034438399
15177123,5.81554519574
15160895,11.4206019236
15037547,3.55640177886
14995353,6.31871834891
14563587,5.21592278196
14241192,12.2734943361
14131981,1.36645323764
14070474,10.2243683708
13968182,8.975959315
13959545,7.24310689031
13934647,8.9571467723
13923635,8.59284683621
13908865,7.95626026714
13905314,9.83150231238
13905306,9.46226446648
13905303,9.46226446648
13049336,8.2924913555
13026069,6.8549515278
13016194,6.01798310816
13003348,8.18336973149
12239433,9.04041069818
12164365,5.72983791234
12089760,9.42710252665
11982483,9.57393898677
11699286,9.44899298836
11568224,8.9632133606
11336051,7.95015272111
11335087,4.69528224943
11329367,7.8709165707
11293162,7.15790063963
11047502,8.23464151132
10851165,8.05636263785
10850585,7.94777855923
10661231,8.50190596529
4032166,5.76646960107
3700841,9.05870841078
3665715,8.13105398414
3588265,8.40320780098
3542806,9.78415330736
3413841,5.58555209658
3150649,7.01078109292
3134795,8.28197108096
3101754,9.31521375142
3022970,9.04204910057
2979945,7.87618825261
2717543,9.51616389176
2716998,7.75205859745
2396950,7.92664491602
2359765,8.55533090922
1962384,8.9306478222
1949129,9.09221218098
1560764,8.46592427031
20959200,9.27953438516
20750806,7.60272261398
20583731,2.65460968
19650223,5.60087737457
19604920,7.1406590968
19487946,4.80162896421
19443371,6.06159127486
19428344,8.07486293013
17547182,10.0052285259
17530383,5.58351237779
17509876,6.57974339782
17432540,8.74308937978
17414485,9.61095323564
15712381,7.12875597316
15632086,5.82785807631
15576287,7.75638390417
15347362,8.78437639571
15334621,10.0049936908
15321161,7.09132319485
15319350,6.66846525115
15319132,7.28368528383
15298713,8.25237073802
15280051,8.53237315411
15191207,10.7913981452
15178303,6.99133827267
15154933,8.27167412277
15105156,6.12148301834
15104915,5.45741080159
15069288,6.48351003138
15045236,7.08624388542
14988696,6.83126261213
14958337,5.4967681126
14901489,6.91951064428
13978462,9.003738801
13955213,7.10032794172
13953301,5.72680638293
13950237,8.93173055439
13945858,6.93649555411
13939969,7.40949035871
13929674,9.76703721432
13908833,8.460224512
13907904,8.96687524316
13903290,7.71502392132
13890594,8.84727656493
13875728,6.00524364341
13870935,11.4802853476
13810348,9.51554728438
13797448,10.1277958062
13788563,9.31189782814
13748036,8.54330688045
13700668,9.22429532392
13671766,5.00328745157
13552841,8.68549267145
13443935,8.83715952789
13183014,6.56733531585
13095415,8.62106117071
13032773,8.11995836724
12996260,5.70812750852
12923827,6.50808095682
12192208,8.56495315217
12187558,8.83205152731
10027831,7.85477312204
4024458,9.20901099595
3975783,8.23872686594
3975461,7.99075916805
3952806,9.99860392244
3867985,8.43705697877
23973138,9.4454154953
23847151,9.86256525399
23793486,7.31586112474
23793433,9.49483602294
23349001,7.29856407566
23115720,9.33957610908
23037017,9.07269180158
23014948,8.74720888291
22991637,9.60452551303
22944580,8.04887939965
22886271,10.39332729
22094842,10.3951125751
21917064,9.35592609937
21508878,10.6732720528
21490106,9.21588436641
21481173,9.469038361
21463866,10.5736241178
21381530,9.8958237459
20612380,9.70526169839
20489956,8.46430222674
20470147,7.83230733511
20420331,6.6529883462
19947859,10.423493375
19459993,10.6167209491
